PROBEID	SYMBOL	logFC	P.Value	adj.P.Val
1558000_at	ARID5B	-0.086668865	0.012103712	0.022409534
226378_s_at	C19orf25	0.245072512	0.012105375	0.022411831
233174_at	MCPH1-DT	0.095629236	0.01211066	0.022420836
208153_s_at	FAT2	-0.105551941	0.012119645	0.022436689
1552478_a_at	IRF6	-0.074884847	0.012134144	0.022461965
231321_s_at	ACER3	-0.112056521	0.01213527	0.022463267
201351_s_at	YME1L1	0.278801614	0.012136586	0.022464921
227947_at	PHACTR2	-0.493436027	0.012149421	0.022487895
209007_s_at	RSRP1	0.385928055	0.012150236	0.022488621
211893_x_at	CD6	-0.138036186	0.012153463	0.02249381
201237_at	CAPZA2	0.320275281	0.012156675	0.022498188
1557965_at	MTERF4	-0.211707255	0.012164217	0.022509795
206380_s_at	CFP	-0.128547108	0.012173049	0.022525354
222474_s_at	TOMM22	-0.231120352	0.012174872	0.022527943
221988_at	SMIM7	0.296136327	0.012181243	0.022538946
223015_at	EIF2A	0.183552319	0.012182204	0.02253994
1554224_at	LINC02712	-0.152588057	0.012188431	0.022550676
238930_at	PPM1N	-0.145965701	0.012194562	0.022560449
221239_s_at	FCRL2	-0.124739219	0.012198026	0.022566072
232006_at	STK35	-0.128842233	0.012209212	0.022584407
208365_s_at	GRK4	-0.206240917	0.012221487	0.022606327
221197_s_at	CHAT	0.090233625	0.012225009	0.022612055
1559432_at	ACKR2	-0.109606039	0.012230076	0.022619066
227831_at	TMEM245	-0.116897849	0.012231649	0.022621188
207718_x_at	CYP2A7	-0.146517442	0.012242232	0.022639184
203890_s_at	DAPK3	0.313695711	0.01224436	0.022641685
214010_s_at	ATP9B	-0.114227859	0.012246279	0.022643517
218816_at	LRRC1	0.324032253	0.01224723	0.022644487
208305_at	PGR	-0.077223339	0.012267729	0.022681599
1560172_at	INTS10	0.221827645	0.012268936	0.022683043
224742_at	ABHD12	-0.16830127	0.012272513	0.022688866
227865_at	IDNK	-0.209602147	0.012275423	0.022693457
234721_s_at	CYP26B1	-0.142069526	0.01230329	0.022743017
229870_at	ZNF143-AS1	0.148469742	0.012303515	0.022743017
1562295_at	ADAMTS9-AS2	-0.115053825	0.012305452	0.022745807
232348_at	RMC1	-0.103932322	0.012307978	0.022749684
1553386_at	MFSD2A	0.095616917	0.012310048	0.022752718
214600_at	TEAD1	0.283121697	0.012314172	0.022759157
208128_x_at	KIF25	-0.097557107	0.012314388	0.022759157
33760_at	PEX14	-0.16907672	0.012318901	0.022766707
233173_x_at	GTF3C5	0.19222249	0.01232809	0.022782104
240814_at	LINC01667	-0.174163329	0.012338098	0.022799806
210473_s_at	ADGRA3	0.268070327	0.012339945	0.022802426
224845_s_at	SLAIN2	0.13733031	0.012361769	0.022841167
221378_at	CER1	-0.132251222	0.012364481	0.022845383
227011_at	ZNF672	-0.118063322	0.012367954	0.022851006
208913_at	GGA2	0.220627025	0.012369613	0.022853276
228492_at	USP9Y	-0.971698773	0.012379458	0.02287067
243372_at	HSPD1	-0.102041135	0.01238604	0.022882035
225577_at	HCG18	-0.143529519	0.012387093	0.022882389
234102_at	RASL11B	-0.115906585	0.012392081	0.022890808
217398_x_at	GAPDH	0.123127771	0.012399786	0.022903448
214207_s_at	CARD10	-0.118621438	0.012405778	0.022912923
206129_s_at	ARSB	0.191562244	0.012411414	0.022922536
228412_at	BAZ2B-AS1	0.16706325	0.012416322	0.022930007
202730_s_at	PDCD4	-0.165514366	0.012418091	0.022932477
200980_s_at	PDHA1	-0.203821061	0.01242402	0.022942628
233785_at	ADAMTS9	0.121389931	0.012425511	0.022944585
1553460_at	STPG4	0.087761457	0.012435857	0.022962048
211030_s_at	SLC6A6	-0.141937578	0.012436264	0.022962048
227182_at	SUSD3	-0.227756304	0.012436886	0.022962399
222023_at	AKAP13	0.097705723	0.012450033	0.022985875
222969_at	B3GALT1	-0.096008655	0.012454265	0.022992889
202046_s_at	ARHGAP35	-0.226177421	0.012460686	0.023003943
227329_at	ZBTB46	-0.330134581	0.012461207	0.023004106
1560380_at	LOC497256	-0.055577069	0.012464047	0.023008551
213615_at	EMG1	0.12877791	0.012471732	0.023020337
1566464_at	KCNK1	-0.095082402	0.012475143	0.023025834
203788_s_at	SEMA3C	-0.182397103	0.012478122	0.023030533
228336_at	PWWP2A	0.236401776	0.012479796	0.023032822
220924_s_at	SLC38A2	0.276357039	0.012481081	0.023034077
1556429_a_at	TBC1D31	0.123707629	0.012481342	0.023034077
206067_s_at	WT1	0.196981064	0.012498149	0.023062692
222721_at	CNIH4	-0.457821778	0.012499047	0.023063546
233443_at	PSMG4	0.1473272	0.012502764	0.023069605
217607_x_at	EIF4G2	0.096321938	0.012503413	0.023070002
234453_s_at	LRRC74A	-0.117353061	0.012506184	0.023074313
1562743_at	ZNF33B	-0.088193622	0.012516929	0.023092534
236579_at	NKX2-1-AS1	-0.091748223	0.012522274	0.023101594
1555446_s_at	TRAPPC10	0.174438821	0.012536842	0.023127668
224946_s_at	VMA22	-0.204244077	0.012554143	0.023157172
1556231_a_at	URI1	-0.104867788	0.012554634	0.023157274
1569960_at	BRD7P3	-0.103390198	0.012567839	0.023180487
211627_x_at	ESR1	-0.112088531	0.012569699	0.023182648
205558_at	TRAF6	0.155147995	0.012573326	0.023188533
236529_at	SSC4D	-0.139162248	0.012574096	0.023189147
216649_at	RREB1	-0.079755819	0.012577789	0.023195154
233015_at	MBNL1	-0.110453372	0.012580206	0.023198807
235141_at	MARVELD2	0.138425515	0.01258963	0.023214574
230967_s_at	LITAFD	-0.297366152	0.012595614	0.023223997
212075_s_at	CSNK2A1	0.235467791	0.012604463	0.0232387
213770_at	KSR1	-0.095211914	0.012608482	0.023245303
203189_s_at	NDUFS8	0.239465284	0.012609623	0.023246601
206953_s_at	ADGRL2	-0.466614195	0.012621441	0.023267581
208387_s_at	MMP24	-0.097287695	0.012637532	0.023296435
212749_s_at	RCHY1	-0.328350574	0.012644642	0.023308735
201139_s_at	SSB	0.200427948	0.012654579	0.023324625
226832_at	RNF168	0.246874985	0.012656414	0.023327198
1557206_at	MEIOC	-0.046990427	0.012658082	0.023329463
224137_at	CACNG7	-0.124487934	0.012666841	0.023343989
216105_x_at	PTPA	-0.161582647	0.012673835	0.023356068
231575_at	EGR4	-0.116874555	0.012676753	0.023360634
236306_at	BRD10	-0.135839627	0.012688868	0.023381338
201207_at	TNFAIP1	0.198811515	0.012700392	0.023401762
210203_at	CNOT4	0.168020151	0.012702313	0.023404491
200021_at	CFL1	-0.082984601	0.012703957	0.023406708
234813_at	TMEM108	-0.086522396	0.012707832	0.023413037
241755_at	UQCRC2	0.293518518	0.012723383	0.023440874
225777_at	SAPCD2	0.247425938	0.012724308	0.023441767
214313_s_at	EIF5B	0.153671396	0.012728209	0.02344814
203447_at	PSMD5	0.274199738	0.012730259	0.023451103
235042_at	XIRP1	-0.147158057	0.012732281	0.023454016
217070_at	MTHFR	-0.131198371	0.012733557	0.023455553
1562274_at	LOC101928446	-0.142914118	0.012740748	0.023467985
221344_at	OR12D2	-0.096139626	0.012742902	0.02347114
1557052_at	TAX1BP3	0.114692495	0.012743886	0.023472139
1561853_a_at	IL23R	-0.113514982	0.012744994	0.023473366
1563135_at	LINC02375	-0.07377205	0.012746427	0.023475192
239015_at	THAP7-AS1	-0.09709365	0.012747056	0.023475538
208693_s_at	GARS1	0.257828087	0.012749423	0.023479083
215320_at	SPATA31C2	-0.091040335	0.012752633	0.02348418
1569107_s_at	ZFP69	0.250735104	0.01276259	0.023500889
219639_x_at	PARP6	-0.142995982	0.012764875	0.023504281
243861_at	FNIP1	-0.158669737	0.012770815	0.023514405
235482_at	PCBP1-AS1	0.303031545	0.012773566	0.023518257
219415_at	TTYH1	-0.538954755	0.012773793	0.023518257
209903_s_at	ATR	0.235593675	0.012776909	0.02352155
219751_at	SETD6	0.307599987	0.012786629	0.023538629
223740_at	AGPAT4-IT1	-0.24516146	0.012790584	0.023545095
201915_at	SEC63	-0.215743165	0.012791276	0.023545553
229195_at	MESP1	-0.152423875	0.012791859	0.02354581
1570070_at	CCM2L	-0.110633196	0.012820663	0.023597195
1564281_at	LINC00491	-0.248790778	0.01282151	0.023597937
240818_at	OVCH1-AS1	-0.098034226	0.012832634	0.023616774
227884_at	TAF15	0.471710845	0.012833187	0.023616975
210587_at	INHBE	0.079468981	0.012844328	0.023635023
212618_at	ZNF609	-0.116916447	0.012847821	0.023640631
214336_s_at	COPA	0.369688426	0.012853426	0.023650126
207388_s_at	PTGES	-0.118908365	0.01286277	0.023666499
225304_s_at	NDUFA11	0.257765608	0.012865867	0.023670706
237332_at	MON2	-0.20616451	0.012865947	0.023670706
AFFX-HUMGAPDH/M33197_5_at	GAPDH	0.195696853	0.012867687	0.023672268
1568889_at	FANCD2	0.147120595	0.012869735	0.023674646
227021_at	KDM1B	-0.32129141	0.012869871	0.023674646
244677_at	PER1	0.433029336	0.012874653	0.023682624
215611_at	TCF12	0.197080963	0.012877059	0.02368623
1562245_a_at	ZNF578	0.102059089	0.01288073	0.023692162
240289_at	PDLIM3	-0.142535041	0.012886685	0.023702296
222587_s_at	GALNT7	0.312218739	0.0128922	0.023711618
225572_at	CREB1	0.223028571	0.01289735	0.023720269
225292_at	COL27A1	0.200573232	0.012900348	0.023724962
209964_s_at	ATXN7	0.181968743	0.01290539	0.023733414
1553583_a_at	THRSP	-0.103533225	0.012919606	0.023758735
1556314_a_at	ZNF366	-0.248035184	0.012922638	0.023762667
1558630_at	DLGAP4-AS1	0.09412411	0.012923957	0.023763449
206546_at	SYCP2	0.226100398	0.01292954	0.023772195
227084_at	DTNA	0.406013928	0.012929608	0.023772195
214334_x_at	DAZAP2	0.181681983	0.012934494	0.023780354
211422_at	TRPM3	0.334444211	0.012939276	0.023788324
212050_at	WIPF2	-0.220449888	0.012944877	0.023797797
238698_at	CASK	0.109438993	0.012957035	0.023819325
221046_s_at	GTPBP8	0.194653658	0.012970944	0.023841596
1561132_at	DHX35	0.096579827	0.012971563	0.023841908
219334_s_at	NABP1	0.101119338	0.012972083	0.023842039
203057_s_at	PRDM2	0.300775086	0.012972886	0.023842692
229140_at	ZNF579	0.106759201	0.012981877	0.023856009
1559891_at	HMGA2	0.113357983	0.012982376	0.023856009
202776_at	DNTTIP2	0.143972507	0.012982969	0.023856272
1563407_x_at	ATP4B	-0.11895713	0.012991438	0.023869358
238284_at	LINC02269	-0.09606653	0.012993128	0.023871639
225093_at	UTRN	0.29604209	0.012995986	0.023875238
221695_s_at	MAP3K2	0.222409638	0.013003631	0.023888459
215496_at	SAMD4A	-0.148595436	0.013025808	0.023928371
1568905_at	SLC44A3-AS1	0.089451269	0.013026386	0.023928606
225047_at	NUP58	0.296464633	0.013026943	0.023928801
209257_s_at	SMC3	0.466096516	0.013045782	0.023960923
229896_at	GTF2I-AS1	0.127369233	0.013058237	0.023981352
1559796_at	EBF3	0.079909102	0.013063821	0.02398991
244735_at	CCDC54	-0.100771968	0.013090619	0.02403746
1552766_at	HS6ST2	-0.246895089	0.013096531	0.024047485
226574_at	PSPC1	-0.216611914	0.013097159	0.024047807
1563204_at	ZNF627	-0.088313271	0.013102422	0.02405664
239853_at	KLC3	-0.103065978	0.013107655	0.024065416
1557993_at	PLCG2	0.106977337	0.013111076	0.024070864
237032_x_at	SIPA1L1	0.093376601	0.013114149	0.024075674
208774_at	CSNK1D	0.21122409	0.013122254	0.024089722
206369_s_at	PIK3CG	0.118732845	0.013125743	0.024095275
225373_at	VSIR	0.321057227	0.013126185	0.024095275
221172_at	PKD1L1-AS1	-0.110639541	0.01313543	0.024111412
1553255_at	ERVV-1	-0.076544745	0.013148593	0.024133908
213868_s_at	DHRS7	-0.076589834	0.013150263	0.024136139
240030_at	COMMD6	-0.117917694	0.013157722	0.024148162
233584_at	LINC01620	-0.108906317	0.013163286	0.024156705
227339_at	RGMB	0.248121131	0.013169596	0.02416745
207924_x_at	PAX8	-0.105041512	0.013171527	0.024170159
213774_s_at	PPP1R2	-0.107349738	0.013171997	0.024170187
235902_at	HERC2P7	0.287042152	0.013175105	0.024175055
229600_s_at	CPD	-0.096428437	0.013178108	0.024179731
206283_s_at	TAL1	-0.264579215	0.013184929	0.024191411
203071_at	SEMA3B	-0.411425676	0.013191917	0.024202271
224106_at	NTMT1	0.202678377	0.013195575	0.024207602
244489_at	THBS3-AS1	0.1933885	0.013209202	0.024230927
243334_at	CACNA1D	-0.213589796	0.01320977	0.024231133
239271_at	SMAD2	-0.154330533	0.013219141	0.024247246
211658_at	PRDX2	-0.184827233	0.013219466	0.024247246
239691_at	LINC02909	-0.086900328	0.013222069	0.024251183
1560533_at	ALG14-AS1	-0.112742635	0.013237848	0.024279286
1553212_at	KRT78	0.107928923	0.013245231	0.024291989
243438_at	PDE7B	-0.173298587	0.013252932	0.024305273
206942_s_at	PMCH	0.114917032	0.013256389	0.024310775
223148_at	PIGS	0.123456987	0.013259561	0.024315546
243053_x_at	LOC100128079	-0.091094265	0.013283756	0.024358441
233811_at	RIN2	0.274627086	0.013288795	0.02436684
220223_at	ATAD5	0.156838656	0.013300392	0.024387265
1554834_a_at	RASSF5	-0.178914067	0.013302697	0.024390648
1565337_at	DNAH6	-0.071280975	0.013316117	0.024414413
217453_at	LOC729815	-0.117347089	0.013319147	0.024419125
238039_at	SCAMP1-AS1	0.182159142	0.013325838	0.024430549
238523_at	KLHL36	0.162037891	0.013331524	0.024439287
207715_at	CRYGB	-0.088349021	0.013333945	0.024442882
1568733_at	ARMH3	0.118147662	0.01334042	0.02445391
209423_s_at	PHF20	-0.145562004	0.013343504	0.024458719
211694_at	TSSK1B	-0.1385702	0.013349358	0.024468605
1557633_at	POM121L8P	-0.087447607	0.013361333	0.02448971
32625_at	NPR1	0.141900185	0.013366856	0.024498989
241426_at	CEP44	-0.079301259	0.0133684	0.024500974
211852_s_at	ATRN	0.204951636	0.013369499	0.024501533
1561513_at	LOC101927310	-0.085977481	0.013369627	0.024501533
236152_at	PAGE5	0.11185564	0.01337209	0.024505202
210508_s_at	KCNQ2	0.611839616	0.013375343	0.024510317
220248_x_at	NSFL1C	-0.156601082	0.013380366	0.024518676
62987_r_at	CACNG4	-0.127421482	0.013381478	0.024519868
1552772_at	CLEC4D	-0.116920956	0.01340075	0.024550949
213738_s_at	ATP5F1A	-0.240090533	0.013406731	0.024561061
200026_at	RPL34	0.13571366	0.013412015	0.024569047
212506_at	PICALM	0.226372115	0.013421484	0.024585545
1552436_a_at	CDH23	-0.107006924	0.013443129	0.024623498
1567591_at	METTL15	-0.115703574	0.013445123	0.024626302
1553706_at	HTRA4	0.235738872	0.013447214	0.024629282
230116_at	KRT8P12	-0.150362071	0.013451936	0.024637083
213542_at	ZNF710	0.121208534	0.013452952	0.024637849
215286_s_at	PHTF2	0.191246824	0.013453282	0.024637849
214513_s_at	CREB1	0.274215775	0.013453906	0.024638144
208010_s_at	PTPN22	0.076610733	0.013454997	0.024639293
203856_at	VRK1	-0.277541699	0.013457005	0.024642121
220815_at	CTNNA3	-0.15285913	0.013463988	0.02465321
220907_at	ADGRF1	-0.08355286	0.013466219	0.024656445
227083_at	B3GLCT	-0.395527851	0.013467561	0.024657573
1555235_s_at	IQCF3	-0.090554237	0.013467764	0.024657573
200682_s_at	UBE2L3	0.179483579	0.013475532	0.024669248
203174_s_at	ARFRP1	-0.12467579	0.013478192	0.024672416
206795_at	F2RL2	0.109351422	0.013482872	0.024679283
213404_s_at	RHEB	0.220875729	0.013487028	0.024684341
222397_at	EFTUD2	-0.092470586	0.013493268	0.024694911
242417_at	PLEKHA7	0.178321496	0.013497684	0.024701801
1556999_at	LINC00486	-0.092702588	0.013497962	0.024701801
237017_s_at	SMAD3-DT	-0.111135634	0.013501369	0.024707185
230403_at	RFX3	-0.392865301	0.013502793	0.02470894
201140_s_at	RAB5C	0.168134214	0.013511546	0.024724106
234925_at	LINC00917	-0.101849361	0.013516579	0.024732463
203634_s_at	CPT1A	0.12133042	0.013539215	0.024772177
1554973_a_at	ZBTB26	0.143414071	0.013544861	0.024781654
206500_s_at	MIS18BP1	0.151923051	0.013552337	0.024794479
208584_at	SNCG	-0.14311995	0.013554759	0.024798057
225669_at	IFNAR1	0.202626471	0.013557303	0.024801003
236593_at	DPEP2NB	-0.119176292	0.0135746	0.02483179
222038_s_at	UTP18	-0.186045887	0.013585343	0.024850037
221313_at	GPR52	-0.203957866	0.01358551	0.024850037
210261_at	KCNK2	-0.370531134	0.013594185	0.02486505
236171_at	ATP2C2	-0.092492648	0.013595865	0.024867267
228008_at	ARID3A	0.157953631	0.013601181	0.024876134
1569758_at	LOC101928526	-0.094507459	0.013602239	0.024877213
218877_s_at	TRMT11	-0.261587032	0.013613058	0.024895451
222111_at	MINDY2	-0.318047682	0.013613148	0.024895451
238066_at	RBP7	-0.454821041	0.013614838	0.024897684
40149_at	SH2B1	0.14213497	0.013623144	0.024912017
229266_at	SHISA6	-0.662051898	0.013629542	0.024922002
1561523_at	DRC2	-0.07627223	0.013630214	0.024922373
224092_at	BARHL1	-0.100228178	0.013634599	0.024929533
1558765_a_at	TNRC6B-DT	-0.156402954	0.01364176	0.024940052
219109_at	SPAG16	0.234136366	0.013645863	0.024946695
208295_x_at	CSHL1	-0.082030994	0.01365384	0.024960419
243758_at	CFAP100	0.132967072	0.013656164	0.02496381
220748_s_at	ZNF580	-0.178135094	0.013668331	0.024985192
242224_at	GPATCH2	0.239814242	0.013670865	0.024988964
220661_s_at	ZNF692	0.214152395	0.013683333	0.025010894
1553943_at	GATD1-DT	0.158692514	0.013693074	0.025027839
226487_at	FAM222A	-0.463998982	0.013697653	0.025035347
223540_at	NECTIN4	-0.130630924	0.01370202	0.025042467
223136_at	AIG1	-0.308342215	0.013704342	0.025045851
236584_at	FAAP20	0.118133545	0.013706071	0.025048149
212592_at	JCHAIN	0.545236594	0.013707001	0.025048986
230479_at	EIF3F	0.288248538	0.013708609	0.025051063
1553989_a_at	ATP6V1C2	-0.107963498	0.01371719	0.025065022
219840_s_at	TCL6	-0.123388626	0.013726556	0.025079549
212293_at	HIPK1	0.16004943	0.013729399	0.025083019
243384_at	LINC00280	-0.132087615	0.013735321	0.025092416
52731_at	AMBRA1	-0.225334146	0.013735487	0.025092416
233206_at	SLC22A23	-0.105547797	0.013741889	0.025103249
206862_at	ZNF254	0.142880188	0.013750106	0.025117396
1554574_a_at	CYB5R3	0.255085829	0.013752171	0.025119749
241609_at	FOXD3	-0.123911259	0.013752339	0.025119749
231755_at	IL36B	-0.18162376	0.013755073	0.025123879
209186_at	ATP2A2	-0.197855178	0.013757396	0.025127258
1561076_at	LOC105372969	-0.1106855	0.01376263	0.025135955
214142_at	ZG16	-0.106521591	0.01376682	0.025141951
234440_at	TRDV3	-0.083109106	0.01376686	0.025141951
231694_at	APOA1-AS	-0.11086765	0.013771585	0.025149717
1562697_at	LINC02481	0.094705596	0.013772352	0.025150253
244191_at	RPLP1	-0.111494111	0.013779517	0.025162473
221443_x_at	PRLH	-0.140208322	0.013780661	0.025163688
239616_at	REXO2	-0.152160365	0.013781148	0.025163688
1556831_at	DYNC1H1	0.07907644	0.013781603	0.025163688
207662_at	TBX1	-0.090004269	0.013813267	0.025218905
1555154_a_at	QKI	0.436072338	0.01381962	0.025229636
228001_at	TMEM50B	0.166701342	0.0138246	0.025236128
229284_at	MAT2B	-0.137953596	0.013839724	0.025262
219333_s_at	CAPN10	-0.136049609	0.013845272	0.025270392
234871_at	ADGRV1	-0.125609392	0.013846138	0.025271105
218968_s_at	ZFP64	-0.16921972	0.01384769	0.025272527
232837_at	KIF13A	-0.158382038	0.013863624	0.025299543
224006_at	LINC02882	-0.117543515	0.013866307	0.025303571
204394_at	SLC43A1	0.089557924	0.013866939	0.025303855
225398_at	RPUSD4	0.154654504	0.013868235	0.025305351
218099_at	TEX2	-0.257169158	0.013869869	0.025307464
207249_s_at	SLC28A2	0.090310855	0.013873798	0.025313763
226323_at	ZNF830	0.175560953	0.013875839	0.025316618
1554665_at	ZNF586	0.065797386	0.013878377	0.02532038
232284_at	PSMD6-AS2	0.15325784	0.013884105	0.025329962
243507_s_at	SHLD1	0.101093728	0.013885868	0.025332308
1553314_a_at	KIF19	-0.091518062	0.013888608	0.025336116
212027_at	RBM25	0.51344034	0.013888909	0.025336116
1568779_a_at	ECM2	0.086147471	0.013894936	0.025346241
206948_at	NEU3	-0.101597508	0.013903996	0.025361896
226106_at	RNF141	-0.304118751	0.013904562	0.025362059
1560724_at	TOR1AIP1	-0.107930328	0.013905219	0.025362386
233864_s_at	VPS35	-0.183864296	0.013909468	0.025369266
1563770_at	ZBTB8B	0.111701484	0.013910262	0.025369844
227200_at	ETV3	0.200707714	0.013928423	0.02539948
241525_at	UICLM	-0.083458048	0.013929042	0.025399737
244822_at	GART	0.224750791	0.013935013	0.025409752
238094_at	LOC101928728	-0.161705089	0.013945321	0.025427677
202629_at	APPBP2	0.233437944	0.013946459	0.02542888
209471_s_at	FNTA	0.321677162	0.013947244	0.025429437
218413_s_at	ZNF639	0.089263348	0.013953099	0.025439241
234320_at	CD244	-0.080642701	0.013961248	0.025452352
215377_at	CTBP2	0.101932171	0.013974341	0.025475348
219803_at	ANGPTL3	-0.073189706	0.013986441	0.025495656
214527_s_at	PQBP1	0.20426406	0.0140025	0.025523179
202769_at	CCNG2	-0.338083298	0.014013566	0.025542474
238618_at	NF2	-0.098459897	0.014017714	0.025548597
238276_at	LOC101928236	-0.111668835	0.014017886	0.025548597
237855_at	ZNF777	-0.154345658	0.0140206	0.025551791
222500_at	PPIL1	0.229968596	0.014037699	0.025582075
1554259_at	GPSM1	-0.101248605	0.014073259	0.025643361
214404_x_at	SPDEF	-0.12011236	0.014074917	0.025645504
220973_s_at	SHARPIN	0.103319614	0.014084937	0.025662001
222612_at	PSPC1	-0.216919549	0.01409298	0.025675774
1558315_s_at	HOOK3	0.119186005	0.014096889	0.025682017
235542_at	TET3	-0.232071155	0.014098932	0.025684858
244396_at	G3BP1	0.096302225	0.014105121	0.025695252
242744_s_at	CASR	-0.096611178	0.01410663	0.025697121
239552_at	VWDE	-0.084545171	0.014115793	0.025709894
